Time,Power_on_conv,Power_on_convmodel,Iset,Treal,T,Preal,P,Freal,F,Icoil,Ireal,
2021 04 22_15:03:28:647365 ,0.0,0.0,0.0,25.2,-20,50.0,-1,49.800000000000004,-1,-1,0.3
2021 04 22_15:03:28:758867 ,1.0,1.0,15.0,25.2,-20,50.0,-1,49.800000000000004,-1,-1,0.3
2021 04 22_15:03:28:866779 ,1.0,1.0,15.0,25.2,-20,50.0,-1,49.800000000000004,-1,-1,15.3
2021 04 22_15:03:28:975854 ,1.0,1.0,15.0,25.2,-20,775.0,-1,31.8,-1,-1,15.3
2021 04 22_15:03:29:085632 ,1.0,1.0,15.0,25.2,-20,1950.0,-1,35.3,-1,-1,15.3
2021 04 22_15:03:29:193901 ,1.0,1.0,15.0,25.5,-20,2200.0,-1,35.0,-1,-1,15.3
2021 04 22_15:03:29:303263 ,1.0,1.0,15.0,25.7,-20,2200.0,-1,35.099999999999994,-1,-1,15.450000000000001
2021 04 22_15:03:29:413225 ,1.0,1.0,15.0,25.9,-20,2200.0,-1,35.099999999999994,-1,-1,15.3
2021 04 22_15:03:29:521848 ,1.0,1.0,15.0,26.1,-20,2200.0,-1,34.8,-1,-1,15.3
2021 04 22_15:03:29:631608 ,1.0,1.0,15.0,26.4,-20,2200.0,-1,34.8,-1,-1,15.3
2021 04 22_15:03:29:742030 ,1.0,1.0,15.0,26.8,-20,2200.0,-1,35.099999999999994,-1,-1,15.3
2021 04 22_15:03:29:853031 ,1.0,1.0,15.0,27.2,-20,2200.0,-1,35.3,-1,-1,15.3
2021 04 22_15:03:29:963616 ,1.0,1.0,15.0,27.6,-20,2200.0,-1,35.099999999999994,-1,-1,15.3
2021 04 22_15:03:30:072738 ,1.0,1.0,15.0,28.1,-20,2200.0,-1,35.099999999999994,-1,-1,15.3
2021 04 22_15:03:30:184712 ,1.0,1.0,15.0,28.6,-20,2200.0,-1,35.3,-1,-1,15.3
2021 04 22_15:03:30:294736 ,1.0,1.0,15.0,29.1,-20,2200.0,-1,35.4,-1,-1,15.3
2021 04 22_15:03:30:404775 ,1.0,1.0,15.0,30.2,-20,2200.0,-1,35.4,-1,-1,15.3
2021 04 22_15:03:30:514121 ,1.0,1.0,15.0,30.7,-20,2200.0,-1,35.6,-1,-1,15.3
2021 04 22_15:03:30:620869 ,1.0,1.0,15.0,31.4,-20,2200.0,-1,35.4,-1,-1,15.3
2021 04 22_15:03:30:729607 ,1.0,1.0,15.0,31.9,-20,2200.0,-1,35.099999999999994,-1,-1,15.450000000000001
2021 04 22_15:03:30:839910 ,1.0,1.0,15.0,32.6,-20,2200.0,-1,34.8,25164.60605224352,1500.0,15.450000000000001
2021 04 22_15:03:30:948735 ,1.0,1.0,15.0,33.2,-20,2200.0,-1,35.6,25164.60605224352,1500.0,15.450000000000001
2021 04 22_15:03:31:058140 ,1.0,1.0,15.0,33.8,-20,2200.0,-1,35.6,25164.60605224352,1500.0,15.450000000000001
2021 04 22_15:03:31:166882 ,1.0,1.0,15.0,34.3,-20,2200.0,-1,34.8,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:274916 ,1.0,1.0,15.0,34.9,-20,2200.0,-1,35.0,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:384775 ,1.0,1.0,15.0,35.4,-20,2200.0,-1,35.3,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:494743 ,1.0,1.0,15.0,36.0,-20,2200.0,-1,35.699999999999996,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:604658 ,1.0,1.0,15.0,37.0,-20,2200.0,-1,35.3,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:714036 ,1.0,1.0,15.0,37.0,-20,2200.0,-1,35.3,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:824214 ,1.0,1.0,15.0,37.4,-20,2200.0,-1,35.099999999999994,25164.60605224352,1500.0,15.3
2021 04 22_15:03:31:933686 ,1.0,1.0,15.0,38.3,-20,2200.0,-1,34.8,25164.60605224352,1500.0,15.3
2021 04 22_15:03:32:043182 ,1.0,1.0,15.0,38.7,-20,2200.0,-1,35.0,25164.60605224352,1500.0,15.3
2021 04 22_15:03:32:152627 ,1.0,1.0,15.0,39.2,-20,2200.0,-1,34.8,25164.60605224352,1500.0,15.450000000000001
