Time,Power_on_conv,Power_on_convmodel,Iset,Treal,T,Preal,P,Freal,F,Icoil,Ireal,
2021 04 22_10:42:40:382846 ,0.0,0.0,0.0,23.4,-20,50.0,-1,49.800000000000004,-1,-1,0.3
2021 04 22_10:42:40:489968 ,1.0,1.0,15.0,23.4,-20,50.0,-1,49.800000000000004,-1,-1,0.3
2021 04 22_10:42:40:598925 ,1.0,1.0,15.0,23.4,-20,500.0,-1,17.6,-1,-1,15.3
2021 04 22_10:42:40:707821 ,1.0,1.0,15.0,23.4,-20,1375.0,-1,18.2,-1,-1,15.3
2021 04 22_10:42:40:816998 ,1.0,1.0,15.0,23.4,-20,1375.0,-1,18.2,-1,-1,15.3
2021 04 22_10:42:40:926865 ,1.0,1.0,15.0,23.5,-20,1575.0,-1,18.5,-1,-1,15.450000000000001
2021 04 22_10:42:41:035762 ,1.0,1.0,15.0,24.2,-20,1600.0,-1,18.799999999999997,-1,-1,15.450000000000001
2021 04 22_10:42:41:142160 ,1.0,1.0,15.0,24.6,-20,1600.0,-1,18.799999999999997,-1,-1,15.450000000000001
2021 04 22_10:42:41:251943 ,1.0,1.0,15.0,24.6,-20,1600.0,-1,18.700000000000003,-1,-1,15.3
2021 04 22_10:42:41:359542 ,1.0,1.0,15.0,25.5,-20,1600.0,-1,18.700000000000003,-1,-1,15.450000000000001
2021 04 22_10:42:41:470603 ,1.0,1.0,15.0,26.0,-20,1600.0,-1,19.0,-1,-1,15.3
2021 04 22_10:42:41:577899 ,1.0,1.0,15.0,26.0,-20,1600.0,-1,19.0,-1,-1,15.450000000000001
2021 04 22_10:42:41:684796 ,1.0,1.0,15.0,27.6,-20,1600.0,-1,18.799999999999997,-1,-1,15.450000000000001
2021 04 22_10:42:41:793491 ,1.0,1.0,15.0,28.2,-20,1600.0,-1,18.5,-1,-1,15.450000000000001
2021 04 22_10:42:41:901182 ,1.0,1.0,15.0,28.9,-20,1600.0,-1,18.700000000000003,-1,-1,15.450000000000001
2021 04 22_10:42:42:008129 ,1.0,1.0,15.0,28.9,-20,1600.0,-1,18.5,-1,-1,15.3
2021 04 22_10:42:42:116130 ,1.0,1.0,15.0,30.3,-20,1600.0,-1,18.700000000000003,-1,-1,15.3
2021 04 22_10:42:42:225166 ,1.0,1.0,15.0,30.3,-20,1600.0,-1,18.700000000000003,-1,-1,15.3
2021 04 22_10:42:42:335072 ,1.0,1.0,15.0,31.8,-20,1600.0,-1,18.700000000000003,-1,-1,15.3
2021 04 22_10:42:42:444061 ,0.0,0.0,0.0,32.6,-20,1600.0,-1,18.700000000000003,0.0,-1,15.3
2021 04 22_10:42:42:552687 ,0.0,0.0,0.0,32.6,-20,1575.0,-1,49.699999999999996,0.0,1500.0,0.3
2021 04 22_10:42:42:662604 ,0.0,0.0,0.0,33.3,-20,750.0,-1,49.800000000000004,25164.60605224352,1500.0,0.3
2021 04 22_10:42:42:772101 ,0.0,0.0,0.0,35.0,-20,50.0,-1,49.699999999999996,25164.60605224352,1500.0,0.3
2021 04 22_10:42:42:880056 ,0.0,0.0,0.0,35.9,-20,50.0,-1,49.800000000000004,25164.60605224352,1500.0,0.3
2021 04 22_10:42:42:989837 ,0.0,0.0,0.0,35.9,-20,50.0,-1,49.800000000000004,25164.60605224352,1500.0,0.3
2021 04 22_10:42:43:099986 ,0.0,0.0,0.0,36.3,-20,50.0,-1,49.800000000000004,25164.60605224352,1500.0,0.3
2021 04 22_10:42:43:207872 ,0.0,0.0,0.0,36.3,-20,50.0,-1,49.800000000000004,25164.60605224352,1500.0,0.3
